ID_MOEDA;DATA_REF;VL_COTACAO
JPY;14/04/2000 00:00:00;2,613523245
JPY;17/04/2000 00:00:00;7,142940581
JPY;18/04/2000 00:00:00;6,968079686
JPY;19/04/2000 00:00:00;3,56498903
JPY;20/04/2000 00:00:00;7,619781017
JPY;21/04/2000 00:00:00;4,731344998
JPY;24/04/2000 00:00:00;6,131333232
JPY;25/04/2000 00:00:00;4,039828002
JPY;26/04/2000 00:00:00;7,051465273
JPY;27/04/2000 00:00:00;5,617688715
JPY;28/04/2000 00:00:00;7,678112626
JPY;01/05/2000 00:00:00;2,532058179
JPY;02/05/2000 00:00:00;3,927069664
JPY;03/05/2000 00:00:00;4,683990777
JPY;04/05/2000 00:00:00;1,14986074
JPY;05/05/2000 00:00:00;2,854850948
JPY;08/05/2000 00:00:00;6,49458003
JPY;09/05/2000 00:00:00;2,123793662
JPY;10/05/2000 00:00:00;2,153450131
JPY;11/05/2000 00:00:00;7,625088632
JPY;12/05/2000 00:00:00;5,5908494
JPY;15/05/2000 00:00:00;1,364038289
JPY;16/05/2000 00:00:00;2,595558047
JPY;17/05/2000 00:00:00;6,560239494
JPY;18/05/2000 00:00:00;2,750972986
JPY;19/05/2000 00:00:00;1,736939013
JPY;22/05/2000 00:00:00;6,667041421
JPY;23/05/2000 00:00:00;1,525232732
JPY;24/05/2000 00:00:00;5,067663193
JPY;25/05/2000 00:00:00;6,901858628
JPY;26/05/2000 00:00:00;5,577311873
JPY;29/05/2000 00:00:00;5,329333484
JPY;30/05/2000 00:00:00;7,800624609
JPY;31/05/2000 00:00:00;7,017183363
JPY;01/06/2000 00:00:00;3,038710713
JPY;02/06/2000 00:00:00;7,273017824
JPY;05/06/2000 00:00:00;6,735929012
JPY;06/06/2000 00:00:00;4,662197888
JPY;07/06/2000 00:00:00;7,500883937
JPY;08/06/2000 00:00:00;3,444847763
JPY;09/06/2000 00:00:00;5,295390368
JPY;12/06/2000 00:00:00;7,508960307
JPY;13/06/2000 00:00:00;5,135157228
JPY;14/06/2000 00:00:00;7,76834625
JPY;15/06/2000 00:00:00;2,395939827
JPY;16/06/2000 00:00:00;1,744177163
JPY;19/06/2000 00:00:00;4,568910956
JPY;20/06/2000 00:00:00;1,798872173
JPY;21/06/2000 00:00:00;3,059000731
JPY;22/06/2000 00:00:00;4,241078436
JPY;23/06/2000 00:00:00;6,369955182
JPY;26/06/2000 00:00:00;5,270495355
JPY;27/06/2000 00:00:00;2,769863605
JPY;28/06/2000 00:00:00;4,481292546
JPY;29/06/2000 00:00:00;2,280904651
JPY;30/06/2000 00:00:00;1,392871559
JPY;03/07/2000 00:00:00;1,587061167
JPY;04/07/2000 00:00:00;6,226721346
JPY;05/07/2000 00:00:00;4,203553796
JPY;06/07/2000 00:00:00;3,898117483
JPY;07/07/2000 00:00:00;6,001743317
JPY;10/07/2000 00:00:00;7,941415131
JPY;11/07/2000 00:00:00;4,933251739
JPY;12/07/2000 00:00:00;6,837685764
JPY;13/07/2000 00:00:00;4,547052145
JPY;14/07/2000 00:00:00;5,96344763
JPY;17/07/2000 00:00:00;3,643277287
JPY;18/07/2000 00:00:00;6,129239976
JPY;19/07/2000 00:00:00;1,157496929
JPY;20/07/2000 00:00:00;6,426791012
JPY;21/07/2000 00:00:00;5,119213939
JPY;24/07/2000 00:00:00;1,853529632
JPY;25/07/2000 00:00:00;1,278329134
JPY;26/07/2000 00:00:00;3,933190882
JPY;27/07/2000 00:00:00;6,743324876
JPY;28/07/2000 00:00:00;2,30126518
JPY;31/07/2000 00:00:00;6,724917412
JPY;01/08/2000 00:00:00;3,974041283
JPY;02/08/2000 00:00:00;1,22892797
JPY;03/08/2000 00:00:00;1,769993007
JPY;04/08/2000 00:00:00;5,292122602
JPY;07/08/2000 00:00:00;5,102259696
JPY;08/08/2000 00:00:00;2,10477078
JPY;09/08/2000 00:00:00;2,110970438
JPY;10/08/2000 00:00:00;4,113672733
JPY;11/08/2000 00:00:00;3,854162037
JPY;14/08/2000 00:00:00;7,949405551
JPY;15/08/2000 00:00:00;1,026040733
JPY;16/08/2000 00:00:00;1,771538019
JPY;17/08/2000 00:00:00;1,421337664
JPY;18/08/2000 00:00:00;3,375564218
JPY;21/08/2000 00:00:00;3,114508092
JPY;22/08/2000 00:00:00;4,155305862
JPY;23/08/2000 00:00:00;5,072524369
JPY;24/08/2000 00:00:00;3,764533401
JPY;25/08/2000 00:00:00;4,670012653
JPY;28/08/2000 00:00:00;7,071555853
JPY;29/08/2000 00:00:00;3,325483382
JPY;30/08/2000 00:00:00;3,750529408
JPY;31/08/2000 00:00:00;1,227405488
JPY;01/09/2000 00:00:00;1,603234768
JPY;04/09/2000 00:00:00;5,868874371
JPY;05/09/2000 00:00:00;4,455073237
JPY;06/09/2000 00:00:00;3,859623611
JPY;07/09/2000 00:00:00;2,219031572
JPY;08/09/2000 00:00:00;1,234130442
JPY;11/09/2000 00:00:00;7,471365571
JPY;12/09/2000 00:00:00;1,22456497
JPY;13/09/2000 00:00:00;6,632752419
JPY;14/09/2000 00:00:00;7,217333138
JPY;15/09/2000 00:00:00;3,59866178
JPY;18/09/2000 00:00:00;7,361963451
JPY;19/09/2000 00:00:00;6,412695646
JPY;20/09/2000 00:00:00;4,051087439
JPY;21/09/2000 00:00:00;5,326646924
JPY;22/09/2000 00:00:00;6,240263879
JPY;25/09/2000 00:00:00;6,341026783
JPY;26/09/2000 00:00:00;2,326396763
JPY;27/09/2000 00:00:00;4,069810748
JPY;28/09/2000 00:00:00;3,053497016
JPY;29/09/2000 00:00:00;3,523153543
JPY;02/10/2000 00:00:00;7,664537966
JPY;03/10/2000 00:00:00;6,151822686
JPY;04/10/2000 00:00:00;7,268154562
JPY;05/10/2000 00:00:00;3,24710083
JPY;06/10/2000 00:00:00;1,138936341
JPY;09/10/2000 00:00:00;7,539906859
JPY;10/10/2000 00:00:00;3,420064151
JPY;11/10/2000 00:00:00;1,592885733
JPY;12/10/2000 00:00:00;5,447040617
JPY;13/10/2000 00:00:00;5,329217076
JPY;16/10/2000 00:00:00;7,66126436
JPY;17/10/2000 00:00:00;4,791892529
JPY;18/10/2000 00:00:00;5,832197964
JPY;19/10/2000 00:00:00;3,977211833
JPY;20/10/2000 00:00:00;7,056879699
JPY;23/10/2000 00:00:00;1,336247683
JPY;24/10/2000 00:00:00;5,755528986
JPY;25/10/2000 00:00:00;2,288029313
JPY;26/10/2000 00:00:00;5,631995618
JPY;27/10/2000 00:00:00;5,838194847
JPY;30/10/2000 00:00:00;7,317802727
JPY;31/10/2000 00:00:00;3,146862388
JPY;01/11/2000 00:00:00;2,168533504
JPY;02/11/2000 00:00:00;6,639469862
JPY;03/11/2000 00:00:00;7,431311667
JPY;06/11/2000 00:00:00;4,004333615
JPY;07/11/2000 00:00:00;4,75212568
JPY;08/11/2000 00:00:00;6,170675755
JPY;09/11/2000 00:00:00;2,741746724
JPY;10/11/2000 00:00:00;3,110870242
JPY;13/11/2000 00:00:00;5,068990409
JPY;14/11/2000 00:00:00;7,06065774
JPY;15/11/2000 00:00:00;3,300072253
JPY;16/11/2000 00:00:00;7,501079202
JPY;17/11/2000 00:00:00;3,45280689
JPY;20/11/2000 00:00:00;6,99587822
JPY;21/11/2000 00:00:00;5,984401047
JPY;22/11/2000 00:00:00;7,728122115
JPY;23/11/2000 00:00:00;7,681590259
JPY;24/11/2000 00:00:00;2,329791784
JPY;27/11/2000 00:00:00;4,671869338
JPY;28/11/2000 00:00:00;3,348090291
JPY;29/11/2000 00:00:00;5,524566591
JPY;30/11/2000 00:00:00;7,442220211
JPY;01/12/2000 00:00:00;2,160511792
JPY;04/12/2000 00:00:00;2,154379725
JPY;05/12/2000 00:00:00;2,039047897
JPY;06/12/2000 00:00:00;5,848727465
JPY;07/12/2000 00:00:00;2,841136515
JPY;08/12/2000 00:00:00;7,162066102
JPY;11/12/2000 00:00:00;2,617307127
JPY;12/12/2000 00:00:00;1,059994698
JPY;13/12/2000 00:00:00;7,119200051
JPY;14/12/2000 00:00:00;5,342279792
JPY;15/12/2000 00:00:00;4,783453166
JPY;18/12/2000 00:00:00;6,19119525
JPY;19/12/2000 00:00:00;7,586682379
JPY;20/12/2000 00:00:00;7,106580853
JPY;21/12/2000 00:00:00;5,740305841
JPY;22/12/2000 00:00:00;7,321369648
JPY;25/12/2000 00:00:00;7,943961918
JPY;26/12/2000 00:00:00;3,541334033
JPY;27/12/2000 00:00:00;4,666270912
JPY;28/12/2000 00:00:00;5,602800608
JPY;29/12/2000 00:00:00;1,671690524
JPY;01/01/2001 00:00:00;2,392083764
JPY;02/01/2001 00:00:00;6,762215078
JPY;03/01/2001 00:00:00;5,120388031
JPY;04/01/2001 00:00:00;1,452668488
JPY;05/01/2001 00:00:00;2,797929168
JPY;08/01/2001 00:00:00;1,048340976
JPY;09/01/2001 00:00:00;2,501024008
JPY;10/01/2001 00:00:00;7,343719542
JPY;11/01/2001 00:00:00;6,775899053
JPY;12/01/2001 00:00:00;2,911062181
JPY;15/01/2001 00:00:00;6,272967815
JPY;16/01/2001 00:00:00;4,697565854
JPY;17/01/2001 00:00:00;4,455326915
JPY;18/01/2001 00:00:00;7,399878204
JPY;19/01/2001 00:00:00;1,975220919
JPY;22/01/2001 00:00:00;5,834703028
JPY;23/01/2001 00:00:00;3,062225938
JPY;24/01/2001 00:00:00;7,274249494
JPY;25/01/2001 00:00:00;3,01690197
JPY;26/01/2001 00:00:00;2,465275109
JPY;29/01/2001 00:00:00;1,653663993
JPY;30/01/2001 00:00:00;5,800472438
JPY;31/01/2001 00:00:00;5,286621809
JPY;01/02/2001 00:00:00;3,860949576
JPY;02/02/2001 00:00:00;2,602138638
JPY;05/02/2001 00:00:00;3,298554361
JPY;06/02/2001 00:00:00;6,511858463
JPY;07/02/2001 00:00:00;6,776792347
JPY;08/02/2001 00:00:00;3,829952121
JPY;09/02/2001 00:00:00;6,439088523
JPY;12/02/2001 00:00:00;6,368332148
JPY;13/02/2001 00:00:00;2,123142779
JPY;14/02/2001 00:00:00;6,793586373
JPY;15/02/2001 00:00:00;4,290129125
JPY;16/02/2001 00:00:00;1,339380264
JPY;19/02/2001 00:00:00;4,387488663
JPY;20/02/2001 00:00:00;5,218078017
JPY;21/02/2001 00:00:00;2,114066303
JPY;22/02/2001 00:00:00;2,325332403
JPY;23/02/2001 00:00:00;5,806341231
JPY;26/02/2001 00:00:00;3,581393361
JPY;27/02/2001 00:00:00;7,914501131
JPY;28/02/2001 00:00:00;5,002885342
JPY;01/03/2001 00:00:00;2,28711015
JPY;02/03/2001 00:00:00;2,348803401
JPY;05/03/2001 00:00:00;6,73312062
JPY;06/03/2001 00:00:00;3,934478045
JPY;07/03/2001 00:00:00;7,079978526
JPY;08/03/2001 00:00:00;5,957258821
JPY;09/03/2001 00:00:00;6,696572721
JPY;12/03/2001 00:00:00;1,427666664
JPY;13/03/2001 00:00:00;3,199777901
JPY;14/03/2001 00:00:00;4,549764991
JPY;15/03/2001 00:00:00;2,81334132
JPY;16/03/2001 00:00:00;4,14449954
JPY;19/03/2001 00:00:00;2,597863257
JPY;20/03/2001 00:00:00;6,45975697
JPY;21/03/2001 00:00:00;5,52062124
JPY;22/03/2001 00:00:00;7,4608922
JPY;23/03/2001 00:00:00;2,083988011
JPY;26/03/2001 00:00:00;2,445474505
JPY;27/03/2001 00:00:00;7,981193244
JPY;28/03/2001 00:00:00;2,576002359
JPY;29/03/2001 00:00:00;3,998179018
JPY;30/03/2001 00:00:00;1,674337029
JPY;02/04/2001 00:00:00;4,130299032
JPY;03/04/2001 00:00:00;6,371604919
JPY;04/04/2001 00:00:00;3,632611573
JPY;05/04/2001 00:00:00;6,457318664
JPY;06/04/2001 00:00:00;1,472516239
JPY;09/04/2001 00:00:00;2,02146697
JPY;10/04/2001 00:00:00;6,403484404
JPY;11/04/2001 00:00:00;2,733323216
JPY;12/04/2001 00:00:00;7,62863344
JPY;13/04/2001 00:00:00;7,35072279
JPY;16/04/2001 00:00:00;4,772894681
JPY;17/04/2001 00:00:00;1,303559184
JPY;18/04/2001 00:00:00;4,632525146
JPY;19/04/2001 00:00:00;4,945248842
JPY;20/04/2001 00:00:00;5,920713007
JPY;23/04/2001 00:00:00;3,81591475
JPY;24/04/2001 00:00:00;1,978026807
JPY;25/04/2001 00:00:00;7,01103878
JPY;26/04/2001 00:00:00;5,166458428
JPY;27/04/2001 00:00:00;5,499332786
JPY;30/04/2001 00:00:00;7,41580981
JPY;01/05/2001 00:00:00;2,983578444
JPY;02/05/2001 00:00:00;3,141173422
JPY;03/05/2001 00:00:00;6,648185849
JPY;04/05/2001 00:00:00;6,500256479
JPY;07/05/2001 00:00:00;6,88722086
JPY;08/05/2001 00:00:00;3,709298909
JPY;09/05/2001 00:00:00;4,856651187
JPY;10/05/2001 00:00:00;6,886335075
JPY;11/05/2001 00:00:00;1,444561243
JPY;14/05/2001 00:00:00;6,640549242
JPY;15/05/2001 00:00:00;3,003085732
JPY;16/05/2001 00:00:00;7,376474798
JPY;17/05/2001 00:00:00;2,935811996
JPY;18/05/2001 00:00:00;2,031787217
JPY;21/05/2001 00:00:00;4,984401107
JPY;22/05/2001 00:00:00;3,717440784
JPY;23/05/2001 00:00:00;1,80817771
JPY;24/05/2001 00:00:00;1,478899062
JPY;25/05/2001 00:00:00;6,200438619
JPY;28/05/2001 00:00:00;3,147209108
JPY;29/05/2001 00:00:00;3,03523016
JPY;30/05/2001 00:00:00;7,998669446
JPY;31/05/2001 00:00:00;6,788344264
JPY;01/06/2001 00:00:00;5,691841781
JPY;04/06/2001 00:00:00;5,226283312
JPY;05/06/2001 00:00:00;1,700656474
JPY;06/06/2001 00:00:00;5,606943727
JPY;07/06/2001 00:00:00;1,212361753
JPY;08/06/2001 00:00:00;2,485768318
JPY;11/06/2001 00:00:00;4,209066689
JPY;12/06/2001 00:00:00;2,971117377
JPY;13/06/2001 00:00:00;3,20162791
JPY;14/06/2001 00:00:00;2,022608519
JPY;15/06/2001 00:00:00;4,834630072
JPY;18/06/2001 00:00:00;5,136175275
JPY;19/06/2001 00:00:00;7,331210077
JPY;20/06/2001 00:00:00;1,50959444
JPY;21/06/2001 00:00:00;7,496475041
JPY;22/06/2001 00:00:00;2,532232165
JPY;25/06/2001 00:00:00;7,748264015
JPY;26/06/2001 00:00:00;3,192758799
JPY;27/06/2001 00:00:00;2,394003451
JPY;28/06/2001 00:00:00;5,748582482
JPY;29/06/2001 00:00:00;1,122406423
JPY;02/07/2001 00:00:00;1,750751495
JPY;03/07/2001 00:00:00;2,428765595
JPY;04/07/2001 00:00:00;6,268075347
JPY;05/07/2001 00:00:00;6,442589939
JPY;06/07/2001 00:00:00;1,904214621
JPY;09/07/2001 00:00:00;4,376335204
JPY;10/07/2001 00:00:00;1,951489568
JPY;11/07/2001 00:00:00;2,563978136
JPY;12/07/2001 00:00:00;2,775157452
JPY;13/07/2001 00:00:00;7,808184445
JPY;16/07/2001 00:00:00;3,271908641
JPY;17/07/2001 00:00:00;7,504820526
JPY;18/07/2001 00:00:00;4,996331453
JPY;19/07/2001 00:00:00;7,763558924
JPY;20/07/2001 00:00:00;6,29909575
JPY;23/07/2001 00:00:00;5,493327558
JPY;24/07/2001 00:00:00;5,570605278
JPY;25/07/2001 00:00:00;3,171352684
JPY;26/07/2001 00:00:00;2,433868766
JPY;27/07/2001 00:00:00;1,764545619
JPY;30/07/2001 00:00:00;1,480339766
JPY;31/07/2001 00:00:00;7,021983206
JPY;01/08/2001 00:00:00;3,892475247
JPY;02/08/2001 00:00:00;2,107232034
JPY;03/08/2001 00:00:00;2,046762943
JPY;06/08/2001 00:00:00;2,289266407
JPY;07/08/2001 00:00:00;7,940967441
JPY;08/08/2001 00:00:00;1,160730064
JPY;09/08/2001 00:00:00;1,039345026
JPY;10/08/2001 00:00:00;4,602291644
JPY;13/08/2001 00:00:00;4,879577279
JPY;14/08/2001 00:00:00;7,461843908
JPY;15/08/2001 00:00:00;6,535173416
JPY;16/08/2001 00:00:00;7,667296708
JPY;17/08/2001 00:00:00;1,777091384
JPY;20/08/2001 00:00:00;7,241713703
JPY;21/08/2001 00:00:00;2,528327703
JPY;22/08/2001 00:00:00;7,43954283
JPY;23/08/2001 00:00:00;5,955226064
JPY;24/08/2001 00:00:00;6,972690523
JPY;27/08/2001 00:00:00;3,289254665
JPY;28/08/2001 00:00:00;7,045189679
JPY;29/08/2001 00:00:00;3,223002315
JPY;30/08/2001 00:00:00;7,66521138
JPY;31/08/2001 00:00:00;4,474143267
JPY;03/09/2001 00:00:00;2,453170359
JPY;04/09/2001 00:00:00;7,86112082
JPY;05/09/2001 00:00:00;1,914674222
JPY;06/09/2001 00:00:00;5,98429966
JPY;07/09/2001 00:00:00;4,897066414
JPY;10/09/2001 00:00:00;2,356336951
JPY;11/09/2001 00:00:00;7,698312938
JPY;12/09/2001 00:00:00;1,575522184
JPY;13/09/2001 00:00:00;2,046982825
JPY;14/09/2001 00:00:00;4,885835767
JPY;17/09/2001 00:00:00;5,922072351
JPY;18/09/2001 00:00:00;5,217476368
JPY;19/09/2001 00:00:00;4,931423008
JPY;20/09/2001 00:00:00;5,551607013
JPY;21/09/2001 00:00:00;5,717483222
JPY;24/09/2001 00:00:00;2,203069925
JPY;25/09/2001 00:00:00;5,609163821
JPY;26/09/2001 00:00:00;2,364820123
JPY;27/09/2001 00:00:00;6,488537252
JPY;28/09/2001 00:00:00;7,007827759
JPY;01/10/2001 00:00:00;6,591130555
JPY;02/10/2001 00:00:00;3,980199218
JPY;03/10/2001 00:00:00;3,708562076
JPY;04/10/2001 00:00:00;3,899266958
JPY;05/10/2001 00:00:00;3,012271941
JPY;08/10/2001 00:00:00;6,180398107
JPY;09/10/2001 00:00:00;3,467096269
JPY;10/10/2001 00:00:00;1,296271801
JPY;11/10/2001 00:00:00;1,553435147
JPY;12/10/2001 00:00:00;5,110375285
JPY;15/10/2001 00:00:00;3,766764343
JPY;16/10/2001 00:00:00;3,878468752
JPY;17/10/2001 00:00:00;6,113240778
JPY;18/10/2001 00:00:00;5,261768937
JPY;19/10/2001 00:00:00;5,570151746
JPY;22/10/2001 00:00:00;7,445601463
JPY;23/10/2001 00:00:00;5,229957879
JPY;24/10/2001 00:00:00;1,207271934
JPY;25/10/2001 00:00:00;4,596679866
JPY;26/10/2001 00:00:00;2,526905775
JPY;29/10/2001 00:00:00;3,253378928
JPY;30/10/2001 00:00:00;3,085006833
JPY;31/10/2001 00:00:00;5,869481027
JPY;01/11/2001 00:00:00;7,740484715
JPY;02/11/2001 00:00:00;4,266694844
JPY;05/11/2001 00:00:00;7,832900882
JPY;06/11/2001 00:00:00;5,01227349
JPY;07/11/2001 00:00:00;6,902683496
JPY;08/11/2001 00:00:00;4,758369982
JPY;09/11/2001 00:00:00;7,173061013
JPY;12/11/2001 00:00:00;6,296236455
JPY;13/11/2001 00:00:00;6,887464523
JPY;14/11/2001 00:00:00;2,044017136
JPY;15/11/2001 00:00:00;4,346148849
JPY;16/11/2001 00:00:00;7,436885059
JPY;19/11/2001 00:00:00;6,235782385
JPY;20/11/2001 00:00:00;4,438272536
JPY;21/11/2001 00:00:00;4,595755696
JPY;22/11/2001 00:00:00;7,140945375
JPY;23/11/2001 00:00:00;7,514958858
JPY;26/11/2001 00:00:00;1,176670849
JPY;27/11/2001 00:00:00;7,402777553
JPY;28/11/2001 00:00:00;7,403229415
JPY;29/11/2001 00:00:00;3,428057909
JPY;30/11/2001 00:00:00;4,087520182
JPY;03/12/2001 00:00:00;7,469790101
JPY;04/12/2001 00:00:00;3,553510129
JPY;05/12/2001 00:00:00;6,673260689
JPY;06/12/2001 00:00:00;7,013777077
JPY;07/12/2001 00:00:00;4,455423713
JPY;10/12/2001 00:00:00;4,053396404
JPY;11/12/2001 00:00:00;4,553240538
JPY;12/12/2001 00:00:00;2,984921515
JPY;13/12/2001 00:00:00;7,458738446
JPY;14/12/2001 00:00:00;3,043208063
JPY;17/12/2001 00:00:00;6,334537983
JPY;18/12/2001 00:00:00;3,138831913
JPY;19/12/2001 00:00:00;6,253599048
JPY;20/12/2001 00:00:00;3,638850868
JPY;21/12/2001 00:00:00;1,35693574
JPY;24/12/2001 00:00:00;1,393660128
JPY;25/12/2001 00:00:00;7,273049951
JPY;26/12/2001 00:00:00;7,978691518
JPY;27/12/2001 00:00:00;2,89283371
JPY;28/12/2001 00:00:00;3,869706452
JPY;31/12/2001 00:00:00;1,343690276
JPY;01/01/2002 00:00:00;2,020432651
JPY;02/01/2002 00:00:00;2,756623983
JPY;03/01/2002 00:00:00;4,061294615
JPY;04/01/2002 00:00:00;3,170048833
JPY;07/01/2002 00:00:00;5,08798784
JPY;08/01/2002 00:00:00;4,664065838
JPY;09/01/2002 00:00:00;1,758646786
JPY;10/01/2002 00:00:00;1,568959117
JPY;11/01/2002 00:00:00;2,168356597
JPY;14/01/2002 00:00:00;3,341660738
JPY;15/01/2002 00:00:00;2,71975857
JPY;16/01/2002 00:00:00;2,453934312
JPY;17/01/2002 00:00:00;3,958499372
JPY;18/01/2002 00:00:00;7,386027336
JPY;21/01/2002 00:00:00;6,09227401
JPY;22/01/2002 00:00:00;3,569542289
JPY;23/01/2002 00:00:00;3,662212551
JPY;24/01/2002 00:00:00;7,873276472
JPY;25/01/2002 00:00:00;7,585360587
JPY;28/01/2002 00:00:00;5,975780606
JPY;29/01/2002 00:00:00;5,537003458
JPY;30/01/2002 00:00:00;4,718386173
JPY;31/01/2002 00:00:00;4,391584218
JPY;01/02/2002 00:00:00;6,28245151
JPY;04/02/2002 00:00:00;6,190965354
JPY;05/02/2002 00:00:00;6,784576654
JPY;06/02/2002 00:00:00;1,858784258
JPY;07/02/2002 00:00:00;4,633536935
JPY;08/02/2002 00:00:00;5,629652441
JPY;11/02/2002 00:00:00;5,742685318
JPY;12/02/2002 00:00:00;7,911948502
JPY;13/02/2002 00:00:00;7,441573501
JPY;14/02/2002 00:00:00;6,052954853
JPY;15/02/2002 00:00:00;7,680541754
JPY;18/02/2002 00:00:00;1,225088179
JPY;19/02/2002 00:00:00;3,872027516
JPY;20/02/2002 00:00:00;5,401973665
JPY;21/02/2002 00:00:00;3,462342739
JPY;22/02/2002 00:00:00;6,143112957
JPY;25/02/2002 00:00:00;7,077669978
JPY;26/02/2002 00:00:00;6,655895889
JPY;27/02/2002 00:00:00;3,838027239
JPY;28/02/2002 00:00:00;1,353705943
JPY;01/03/2002 00:00:00;6,18295157
JPY;04/03/2002 00:00:00;7,878869474
JPY;05/03/2002 00:00:00;6,302651405
JPY;06/03/2002 00:00:00;5,309198678
JPY;07/03/2002 00:00:00;4,018377662
JPY;08/03/2002 00:00:00;1,016878307
JPY;11/03/2002 00:00:00;5,705763578
JPY;12/03/2002 00:00:00;2,398446143
JPY;13/03/2002 00:00:00;7,604883313
JPY;14/03/2002 00:00:00;7,444617212
JPY;15/03/2002 00:00:00;6,610779285
JPY;18/03/2002 00:00:00;3,868701756
JPY;19/03/2002 00:00:00;6,38820827
JPY;20/03/2002 00:00:00;3,262366951
JPY;21/03/2002 00:00:00;2,404356241
JPY;22/03/2002 00:00:00;5,497492373
JPY;25/03/2002 00:00:00;1,223271966
JPY;26/03/2002 00:00:00;7,342869222
JPY;27/03/2002 00:00:00;5,155769348
JPY;28/03/2002 00:00:00;3,014493287
JPY;29/03/2002 00:00:00;7,108548522
JPY;01/04/2002 00:00:00;3,128201663
JPY;02/04/2002 00:00:00;7,226285696
JPY;03/04/2002 00:00:00;2,273403227
JPY;04/04/2002 00:00:00;1,670441747
JPY;05/04/2002 00:00:00;2,176652849
JPY;08/04/2002 00:00:00;7,628539562
JPY;09/04/2002 00:00:00;3,173819363
JPY;10/04/2002 00:00:00;1,397660136
JPY;11/04/2002 00:00:00;4,45959729
JPY;12/04/2002 00:00:00;5,135907412
JPY;15/04/2002 00:00:00;6,333112299
JPY;16/04/2002 00:00:00;6,625591874
JPY;17/04/2002 00:00:00;2,408370435
JPY;18/04/2002 00:00:00;7,141882896
JPY;19/04/2002 00:00:00;7,508301079
JPY;22/04/2002 00:00:00;4,270679832
JPY;23/04/2002 00:00:00;7,711143672
JPY;24/04/2002 00:00:00;5,269451857
JPY;25/04/2002 00:00:00;7,767928183
JPY;26/04/2002 00:00:00;7,314796567
JPY;29/04/2002 00:00:00;2,859799325
